index,carat,cut,color,clarity,depth,table,x,y,z,price
26705,0.32,Ideal,F,VS2,62.5,56.0,4.36,4.38,2.73,Very Low
26706,0.32,Premium,F,VS2,61.7,58.0,4.38,4.41,2.71,Very Low
26707,0.32,Very Good,H,VVS2,60.2,60.0,4.45,4.48,2.69,Very Low
26708,0.32,Very Good,G,VS1,61.8,60.0,4.35,4.36,2.69,Very Low
26709,0.32,Ideal,F,VS2,62.4,55.0,4.41,4.43,2.76,Very Low
26710,0.32,Ideal,H,VVS2,61.8,55.0,4.38,4.42,2.72,Very Low
26711,0.32,Very Good,G,VS1,62.1,56.0,4.4,4.43,2.74,Very Low
26712,0.32,Premium,F,VS2,62.1,59.0,4.35,4.41,2.72,Very Low
26713,0.32,Ideal,F,VS2,61.5,56.0,4.4,4.42,2.71,Very Low
26714,0.32,Premium,F,VS2,61.5,58.0,4.39,4.42,2.71,Very Low
26715,0.32,Good,F,VS2,63.2,58.0,4.32,4.35,2.74,Very Low
26716,0.32,Ideal,F,VS2,62.2,55.0,4.35,4.37,2.71,Very Low
26717,0.32,Very Good,G,VS1,62.9,57.0,4.37,4.4,2.76,Very Low
26718,0.32,Premium,G,VS1,61.4,58.0,4.36,4.4,2.69,Very Low
26719,0.32,Ideal,F,VS2,61.1,57.0,4.4,4.44,2.7,Very Low
26720,0.32,Good,G,VS1,63.2,55.0,4.37,4.39,2.77,Very Low
26721,0.32,Very Good,F,VS2,61.0,61.0,4.38,4.41,2.68,Very Low
26722,0.32,Very Good,F,VS2,62.8,57.0,4.33,4.36,2.73,Very Low
26723,0.32,Ideal,F,VS2,61.6,57.0,4.4,4.43,2.72,Very Low
26724,0.32,Good,F,VS2,63.4,57.0,4.32,4.36,2.75,Very Low
26725,0.32,Ideal,G,VS1,61.6,56.0,4.38,4.42,2.71,Very Low
26726,0.32,Very Good,G,VS1,62.5,60.0,4.29,4.35,2.7,Very Low
26727,0.32,Ideal,G,VS1,61.2,56.0,4.39,4.43,2.7,Very Low
26728,0.32,Ideal,F,VS2,61.5,55.0,4.4,4.42,2.71,Very Low
26729,0.32,Very Good,F,VS2,60.8,58.0,4.41,4.44,2.69,Very Low
26730,0.32,Premium,G,VS1,61.0,59.0,4.39,4.43,2.69,Very Low
26731,2.03,Ideal,G,SI2,62.5,56.0,8.1,8.05,5.05,Very High
26732,2.05,Premium,G,SI2,60.1,59.0,8.3,8.2,4.96,Very High
26733,2.1,Fair,F,SI2,59.5,69.0,8.35,8.25,4.94,Very High
26734,1.62,Ideal,E,VS2,61.4,57.0,7.58,7.54,4.64,Very High
26735,2.06,Good,H,SI2,63.7,57.0,8.12,8.03,5.14,Very High
26736,2.11,Ideal,I,VS2,60.3,61.0,8.29,8.22,4.98,Very High
26737,1.8,Ideal,F,SI1,61.8,57.0,7.83,7.79,4.83,Very High
26738,1.51,Premium,E,VS1,62.7,58.0,7.25,7.33,4.57,Very High
26739,1.52,Good,F,VS1,63.4,60.0,7.25,7.3,4.61,Very High
26740,1.51,Ideal,F,VS1,62.1,56.0,7.38,7.34,4.57,Very High
26741,1.7,Premium,G,VS1,61.0,59.0,7.7,7.64,4.68,Very High
26742,2.2,Ideal,H,SI2,60.0,58.0,8.47,8.5,5.09,Very High
26743,2.47,Premium,J,SI2,59.4,59.0,8.85,8.79,5.24,Very High
26744,2.44,Very Good,J,VS2,60.1,59.0,8.75,8.83,5.28,Very High
26745,3.01,Ideal,J,I1,65.4,60.0,8.99,8.93,5.86,Very High
26746,2.0,Good,I,VS2,63.3,56.0,7.98,8.03,5.07,Very High
26747,2.0,Premium,I,VS2,60.7,60.0,8.02,8.07,4.88,Very High
26748,1.41,Ideal,F,VVS1,61.1,57.0,7.2,7.28,4.42,Very High
26749,1.6,Ideal,G,IF,59.8,54.0,7.75,7.63,4.6,Very High
26750,2.22,Very Good,I,SI2,63.2,57.0,8.28,8.23,5.22,Very High
26751,1.51,Premium,F,VS1,60.0,60.0,7.42,7.39,4.44,Very High
26752,2.24,Very Good,I,SI2,61.7,57.7,8.37,8.43,5.18,Very High
26753,2.21,Ideal,D,SI2,62.0,57.0,8.36,8.31,5.18,Very High
26754,1.5,Premium,E,VS1,60.3,60.0,7.43,7.34,4.45,Very High
26755,2.02,Ideal,I,SI1,61.8,56.0,8.07,8.09,4.99,Very High
26756,2.01,Ideal,I,SI1,61.4,57.0,8.13,8.19,5.01,Very High
26757,2.28,Premium,J,VS2,62.9,58.0,8.42,8.34,5.27,Very High
26758,2.02,Good,H,SI2,60.2,55.0,8.08,8.19,4.9,Very High
26759,1.57,Ideal,E,VS2,62.3,57.0,7.39,7.44,4.62,Very High
26760,2.25,Ideal,I,SI2,60.5,56.0,8.49,8.54,5.15,Very High
26761,1.71,Ideal,D,SI1,60.3,60.0,7.69,7.77,4.66,Very High
26762,2.0,Very Good,F,SI1,63.6,58.0,7.91,7.98,5.05,Very High
26763,2.01,Very Good,H,SI1,60.6,62.0,8.05,8.08,4.89,Very High
26764,2.01,Good,E,SI2,60.0,64.0,8.09,8.17,4.88,Very High
26765,1.69,Premium,F,VS2,58.7,59.0,7.87,7.78,4.59,Very High
26766,2.06,Premium,G,SI2,61.8,58.0,8.15,8.1,5.02,Very High
26767,2.45,Ideal,F,SI2,62.0,55.0,8.67,8.64,5.36,Very High
26768,2.28,Ideal,J,VS1,62.6,54.2,8.37,8.41,5.25,Very High
26769,2.02,Good,I,VS2,57.9,62.0,8.28,8.36,4.82,Very High
26770,1.59,Ideal,G,VVS1,59.9,56.0,7.57,7.64,4.55,Very High
26771,1.53,Premium,G,VVS1,60.6,58.0,7.49,7.45,4.53,Very High
26772,2.06,Very Good,F,SI2,61.5,56.0,8.15,8.18,5.02,Very High
26773,2.05,Premium,I,SI1,60.6,58.0,8.22,8.13,4.95,Very High
26774,1.51,Very Good,F,VVS2,58.0,65.0,7.58,7.62,4.41,Very High
26775,2.04,Very Good,I,VS2,61.0,61.0,8.08,8.14,4.95,Very High
26776,2.07,Ideal,J,VVS2,62.7,54.0,8.12,8.17,5.11,Very High
26777,1.71,Ideal,G,VS1,62.1,55.0,7.74,7.59,4.76,Very High
26778,2.01,Good,D,SI2,59.9,65.0,8.0,8.07,4.81,Very High
26779,2.01,Very Good,I,VS2,59.2,62.0,8.14,8.17,4.83,Very High
26780,2.01,Premium,I,VS2,60.5,60.0,8.15,8.17,4.94,Very High
26781,2.01,Very Good,I,VS2,62.7,58.0,7.94,7.98,4.99,Very High
26782,2.06,Ideal,I,SI1,61.9,56.0,8.17,8.19,5.06,Very High
26783,1.52,Premium,E,VS1,59.9,60.0,7.39,7.47,4.45,Very High
26784,1.52,Premium,E,VS1,60.6,58.0,7.38,7.44,4.49,Very High
26785,2.1,Premium,H,SI2,60.4,59.0,8.33,8.28,5.02,Very High
26786,2.1,Ideal,H,SI2,63.0,57.0,8.13,8.08,5.11,Very High
26787,2.03,Premium,E,SI1,62.9,57.0,8.04,7.98,5.04,Very High
26788,1.75,Very Good,G,VS2,62.6,58.0,7.63,7.67,4.79,Very High
26789,1.52,Premium,E,VS1,62.4,55.0,7.41,7.33,4.6,Very High
26790,2.05,Very Good,J,VS1,61.4,58.5,8.13,8.16,5.0,Very High
26791,2.03,Ideal,H,SI2,61.6,55.0,8.18,8.12,5.02,Very High
26792,1.67,Ideal,G,VS1,61.5,55.0,7.62,7.67,4.7,Very High
26793,2.38,Premium,H,SI1,58.2,60.0,8.81,8.78,5.12,Very High
26794,2.0,Good,H,SI1,63.6,58.0,7.96,7.87,5.03,Very High
26795,2.0,Ideal,E,SI1,62.6,57.0,8.08,8.01,5.04,Very High
26796,2.0,Ideal,E,SI2,62.2,57.0,8.11,8.09,5.04,Very High
26797,2.24,Premium,H,SI2,61.4,57.0,8.43,8.35,5.15,Very High
26798,2.21,Premium,F,SI2,59.6,60.0,8.53,8.49,5.07,Very High
26799,2.02,Ideal,H,SI1,62.3,57.0,8.04,8.14,5.04,Very High
26800,1.51,Premium,E,VS1,62.7,58.0,7.33,7.25,4.57,Very High
26801,1.52,Very Good,F,VS1,63.4,60.0,7.3,7.25,4.61,Very High
26802,2.01,Very Good,H,VS2,63.5,59.0,7.92,7.86,5.01,Very High
26803,1.8,Ideal,H,VS1,62.0,57.0,7.84,7.78,4.84,Very High
26804,2.39,Premium,H,SI1,60.6,58.0,8.65,8.58,5.22,Very High
26805,2.4,Ideal,J,SI1,62.7,57.0,8.6,8.5,5.36,Very High
26806,1.51,Ideal,D,VS1,63.0,53.4,7.28,7.3,4.6,Very High
26807,2.22,Ideal,J,VS1,61.8,59.0,8.34,8.37,5.16,Very High
26808,2.18,Good,H,SI2,60.4,64.0,8.38,8.47,5.09,Very High
26809,2.03,Very Good,I,SI1,62.2,59.0,8.03,8.09,5.01,Very High
26810,2.0,Very Good,I,VS2,63.3,56.0,8.03,7.98,5.07,Very High
26811,2.0,Premium,I,VS2,60.7,60.0,8.07,8.02,4.88,Very High
26812,2.01,Premium,I,VS2,61.7,60.0,8.09,8.02,4.97,Very High
26813,2.09,Ideal,H,SI2,60.6,57.0,8.3,8.2,5.0,Very High
26814,2.09,Ideal,I,SI1,61.4,56.0,8.23,8.27,5.06,Very High
26815,2.02,Ideal,I,SI1,62.2,57.0,8.1,8.04,5.02,Very High
26816,2.36,Ideal,I,SI2,62.8,55.0,8.47,8.5,5.33,Very High
26817,2.02,Premium,I,VS2,59.6,60.0,8.2,8.25,4.9,Very High
26818,2.24,Ideal,I,SI2,61.7,58.0,8.43,8.37,5.18,Very High
26819,2.53,Ideal,I,SI1,62.4,57.0,8.68,8.59,5.39,Very High
26820,2.48,Premium,I,SI1,61.0,60.0,8.68,8.61,5.27,Very High
26821,1.51,Very Good,F,VVS2,61.9,58.0,7.3,7.36,4.54,Very High
26822,1.51,Very Good,F,VVS2,61.4,58.0,7.31,7.34,4.5,Very High
26823,2.17,Ideal,I,SI1,62.1,57.0,8.26,8.32,5.15,Very High
26824,2.51,Very Good,E,SI2,63.1,56.0,8.65,8.6,5.44,Very High
26825,2.04,Ideal,I,SI1,60.2,56.0,8.19,8.26,4.95,Very High
26826,2.04,Ideal,I,SI1,61.0,57.0,8.18,8.21,5.0,Very High
26827,2.14,Premium,H,SI2,62.0,60.0,8.27,8.19,5.1,Very High
26828,2.11,Ideal,I,VS1,61.9,57.0,8.28,8.22,5.11,Very High
26829,2.01,Very Good,F,SI2,60.3,60.0,8.08,8.11,4.88,Very High
26830,2.01,Good,I,SI1,58.8,60.0,8.27,8.19,4.84,Very High
26831,2.01,Premium,H,SI1,60.6,62.0,8.08,8.05,4.89,Very High
26832,2.01,Premium,H,SI1,60.9,59.0,8.15,8.04,4.93,Very High
26833,2.01,Premium,H,SI1,61.5,53.0,8.13,8.03,4.97,Very High
26834,2.01,Ideal,H,SI1,65.1,56.0,7.91,7.84,5.12,Very High
26835,2.01,Good,E,SI2,60.0,64.0,8.17,8.09,4.88,Very High
26836,2.01,Premium,G,SI2,59.0,60.0,8.31,8.26,4.89,Very High
26837,1.54,Premium,D,VS2,59.3,59.0,7.54,7.61,4.49,Very High
26838,2.01,Good,H,SI1,62.2,58.0,7.99,8.05,4.99,Very High
26839,2.01,Very Good,G,SI1,63.2,56.0,8.04,7.96,5.06,Very High
26840,2.03,Premium,H,SI1,61.7,59.0,8.1,8.17,5.02,Very High
26841,1.54,Very Good,D,VS1,59.1,59.0,7.51,7.55,4.45,Very High
26842,1.51,Ideal,F,VVS2,62.6,57.0,7.36,7.25,4.57,Very High
26843,2.04,Premium,I,VS2,61.0,61.0,8.14,8.08,4.95,Very High
26844,2.07,Ideal,J,VVS2,62.7,54.0,8.17,8.12,5.11,Very High
26845,2.01,Good,D,SI2,59.9,65.0,8.07,8.0,4.81,Very High
26846,2.01,Premium,D,SI2,62.7,58.0,8.06,7.99,5.03,Very High
26847,2.13,Premium,G,SI2,60.7,60.0,8.27,8.37,5.05,Very High
26848,2.01,Premium,I,VS2,62.8,58.0,8.01,7.94,5.01,Very High
26849,2.01,Premium,I,VS2,62.7,58.0,7.98,7.94,4.99,Very High
26850,2.01,Premium,I,VS2,59.2,62.0,8.17,8.14,4.83,Very High
26851,2.01,Premium,I,VS2,62.6,59.0,8.04,8.01,5.02,Very High
26852,2.01,Premium,I,VS2,61.0,61.0,8.15,7.99,4.92,Very High
26853,2.01,Premium,I,VS2,60.5,60.0,8.17,8.15,4.94,Very High
26854,1.52,Premium,E,VS1,60.6,58.0,7.44,7.38,4.49,Very High
26855,1.52,Premium,E,VS1,59.9,60.0,7.47,7.39,4.45,Very High
26856,1.71,Premium,F,VS2,60.8,58.0,7.79,7.7,4.71,Very High
26857,2.1,Premium,E,SI2,62.9,59.0,8.18,8.13,5.13,Very High
26858,1.75,Ideal,G,VS2,62.6,56.0,7.72,7.65,4.81,Very High
26859,1.5,Premium,F,VS1,60.2,59.0,7.41,7.37,4.45,Very High
26860,1.75,Premium,G,VS2,61.5,59.0,7.76,7.66,4.74,Very High
26861,1.52,Very Good,F,VVS2,63.7,57.0,7.28,7.31,4.65,Very High
26862,2.03,Premium,I,SI1,61.2,58.0,8.21,8.16,5.01,Very High
26863,1.69,Ideal,F,VS2,62.2,57.0,7.59,7.66,4.74,Very High
26864,2.02,Good,I,VS2,57.9,62.0,8.25,8.3,4.79,Very High
26865,2.37,Ideal,J,VS2,62.2,57.0,8.58,8.52,5.32,Very High
26866,1.62,Ideal,F,VS1,61.3,56.0,7.54,7.63,4.65,Very High
26867,2.39,Very Good,J,VS2,62.2,60.0,8.49,8.51,5.29,Very High
26868,2.03,Ideal,I,VS2,62.7,57.0,8.02,8.05,5.04,Very High
26869,1.5,Premium,D,VS1,62.8,58.0,7.29,7.26,4.57,Very High
26870,2.05,Ideal,J,VS1,61.4,59.0,8.16,8.13,5.0,Very High
26871,2.4,Premium,F,SI2,62.6,59.0,8.53,8.49,5.33,Very High
26872,2.04,Ideal,H,SI2,61.5,57.0,8.15,8.18,5.02,Very High
26873,2.31,Very Good,I,SI1,62.5,55.0,8.43,8.5,5.29,Very High
26874,1.75,Ideal,G,VS2,62.1,57.0,7.73,7.69,4.79,Very High
26875,2.21,Premium,F,SI1,62.1,59.0,8.33,8.26,5.15,Very High
26876,2.23,Premium,G,SI2,61.4,58.0,8.41,8.32,5.14,Very High
26877,1.73,Very Good,G,VS2,62.9,58.0,7.58,7.65,4.79,Very High
26878,1.4,Ideal,F,VVS1,61.9,57.0,7.2,7.14,4.44,Very High
26879,2.01,Very Good,I,VS1,64.4,56.0,7.84,7.9,5.07,Very High
26880,1.71,Premium,G,VS1,62.7,58.0,7.66,7.62,4.79,Very High
26881,1.71,Ideal,G,VS2,61.8,57.0,7.7,7.6,4.73,Very High
26882,2.05,Very Good,F,SI2,59.5,58.0,8.26,8.3,4.93,Very High
26883,2.48,Premium,I,VS2,60.1,58.0,8.83,8.76,5.29,Very High
26884,1.25,Ideal,E,IF,61.8,55.0,6.95,6.9,4.28,Very High
26885,2.09,Very Good,F,SI2,62.7,61.0,8.07,8.14,5.08,Very High
26886,2.42,Ideal,H,SI2,62.3,57.0,8.62,8.55,5.35,Very High
26887,2.51,Very Good,J,SI1,63.8,55.0,8.51,8.6,5.46,Very High
26888,2.18,Good,H,SI2,60.4,64.0,8.47,8.38,5.09,Very High
26889,2.08,Premium,G,VS2,61.3,58.0,8.21,8.17,5.02,Very High
26890,2.06,Premium,F,SI2,61.7,59.0,8.21,8.13,5.04,Very High
26891,2.02,Premium,I,VS2,59.6,60.0,8.25,8.2,4.9,Very High
26892,2.04,Premium,D,SI2,61.8,60.0,8.09,8.13,5.01,Very High
26893,2.0,Very Good,H,SI1,63.3,59.0,8.02,8.0,5.07,Very High
26894,2.04,Very Good,I,VS2,62.5,58.0,8.09,8.22,5.1,Very High
26895,2.18,Very Good,G,SI2,63.1,58.0,8.29,8.23,5.21,Very High
26896,1.76,Premium,G,VS2,61.5,58.0,7.78,7.74,4.77,Very High
26897,2.01,Premium,F,SI2,60.3,60.0,8.11,8.08,4.88,Very High
26898,2.01,Premium,F,SI2,61.3,61.0,8.11,8.01,4.94,Very High
26899,1.54,Premium,D,VS2,59.3,59.0,7.61,7.54,4.49,Very High
26900,2.05,Premium,I,VS2,60.8,58.0,8.26,8.19,5.0,Very High
26901,2.03,Premium,H,SI1,61.7,59.0,8.17,8.1,5.02,Very High
26902,2.03,Ideal,H,SI1,64.4,54.0,7.97,7.92,5.12,Very High
26903,2.03,Ideal,H,SI1,62.9,57.0,8.07,7.99,5.05,Very High
26904,2.01,Very Good,H,SI1,62.6,59.0,7.95,7.98,4.99,Very High
26905,2.26,Ideal,I,SI1,62.4,57.0,8.43,8.37,5.24,Very High
26906,2.14,Very Good,I,VS2,59.7,57.0,8.41,8.48,5.04,Very High
26907,2.01,Very Good,I,VS1,59.8,63.0,8.11,8.14,4.86,Very High
26908,2.01,Very Good,I,VS1,62.9,62.0,7.98,8.02,5.03,Very High
26909,2.63,Ideal,J,SI2,62.1,57.0,8.83,8.88,5.5,Very High
26910,2.49,Ideal,J,SI1,63.8,54.0,8.56,8.49,5.45,Very High
26911,1.52,Ideal,E,VS1,62.4,54.0,7.32,7.39,4.59,Very High
26912,1.54,Premium,D,VS2,62.7,59.0,7.33,7.29,4.58,Very High
26913,2.01,Ideal,G,SI2,61.0,54.0,8.01,8.13,4.92,Very High
26914,2.02,Premium,G,SI2,61.3,56.0,8.22,8.16,5.02,Very High
26915,2.13,Premium,G,SI2,60.7,60.0,8.37,8.27,5.05,Very High
26916,2.53,Premium,J,SI2,62.6,57.0,8.77,8.67,5.46,Very High
26917,2.37,Ideal,H,SI2,62.1,55.0,8.52,8.54,5.3,Very High
26918,1.93,Premium,H,VS1,60.5,60.0,7.98,8.06,4.85,Very High
26919,2.04,Premium,I,SI1,62.2,57.0,8.14,8.07,5.04,Very High
26920,2.02,Premium,G,SI2,60.1,59.0,8.21,8.29,4.96,Very High
26921,2.03,Ideal,I,VS2,62.7,57.0,8.05,8.02,5.04,Very High
26922,1.5,Ideal,G,VVS2,62.2,55.0,7.33,7.35,4.57,Very High
26923,2.28,Premium,H,SI2,61.9,61.0,8.42,8.32,5.18,Very High
26924,1.7,Very Good,G,VS1,60.6,59.0,7.74,7.63,4.66,Very High
26925,2.5,Ideal,I,VS2,61.9,57.0,8.7,8.68,5.38,Very High
26926,2.01,Very Good,E,SI1,60.8,59.0,8.14,8.2,4.97,Very High
26927,2.01,Premium,H,SI1,58.5,58.0,8.3,8.25,4.84,Very High
26928,2.07,Premium,E,SI1,61.2,58.0,8.24,8.19,5.03,Very High
26929,1.73,Premium,G,VS2,61.6,58.0,7.74,7.71,4.76,Very High
26930,1.73,Premium,G,VS2,62.9,58.0,7.65,7.58,4.79,Very High
26931,2.06,Ideal,I,SI1,62.0,56.0,8.12,8.17,5.05,Very High
26932,2.28,Ideal,E,SI2,62.0,55.0,8.49,8.45,5.25,Very High
26933,3.0,Premium,I,SI2,60.7,59.0,9.3,9.14,5.6,Very High
26934,3.0,Fair,I,SI2,64.8,59.0,8.93,8.73,5.72,Very High
26935,1.73,Premium,F,VS2,61.2,58.0,7.76,7.69,4.73,Very High
26936,2.02,Premium,H,SI1,62.1,61.0,8.06,7.99,4.98,Very High
26937,1.68,Ideal,G,VS1,62.0,55.0,7.59,7.66,4.73,Very High
26938,2.41,Ideal,I,SI2,62.5,57.0,8.57,8.51,5.34,Very High
26939,1.5,Very Good,E,VS1,59.5,61.0,7.43,7.46,4.43,Very High
26940,2.12,Premium,H,SI2,59.1,59.0,8.47,8.43,4.99,Very High
26941,2.27,Premium,J,VS1,62.4,58.0,8.36,8.41,5.23,Very High
26942,2.2,Premium,H,SI2,61.1,59.0,8.41,8.35,5.12,Very High
26943,2.31,Premium,I,SI2,58.8,58.0,8.7,8.64,5.1,Very High
26944,2.09,Premium,H,SI2,62.1,58.0,8.17,8.22,5.09,Very High
26945,2.01,Very Good,H,SI1,61.5,60.0,8.09,8.01,4.95,Very High
26946,2.01,Very Good,F,SI2,62.0,54.0,8.03,8.12,5.01,Very High
26947,2.05,Ideal,H,SI1,61.9,57.0,8.09,8.14,5.02,Very High
26948,1.71,Ideal,G,VS1,63.0,56.0,7.65,7.58,4.8,Very High
26949,2.26,Ideal,J,VS2,61.1,57.0,8.44,8.47,5.17,Very High
26950,2.06,Premium,G,SI2,61.7,58.0,8.2,8.15,5.04,Very High
26951,2.01,Premium,G,SI2,59.9,62.0,8.15,8.04,4.85,Very High
26952,2.19,Premium,H,SI1,61.6,58.0,8.35,8.3,5.13,Very High
26953,1.75,Premium,F,VS2,61.4,58.0,7.72,7.76,4.75,Very High
26954,2.07,Very Good,H,SI1,59.8,58.0,8.23,8.26,4.93,Very High
26955,2.01,Very Good,E,SI2,62.0,61.0,8.04,8.1,5.0,Very High
26956,2.01,Very Good,E,SI2,58.9,60.0,8.2,8.24,4.84,Very High
26957,2.6,Fair,G,SI2,64.6,57.0,8.6,8.55,5.54,Very High
26958,1.67,Very Good,G,VVS2,61.6,57.0,7.61,7.69,4.71,Very High
26959,2.5,Very Good,J,SI1,62.8,57.0,8.58,8.65,5.41,Very High
26960,2.04,Premium,I,VS2,62.5,58.0,8.22,8.09,5.1,Very High
26961,1.54,Ideal,F,VS2,61.0,56.0,7.44,7.49,4.55,Very High
26962,1.75,Very Good,G,VS1,59.6,60.0,7.76,7.9,4.67,Very High
26963,2.14,Premium,I,VS2,60.7,59.0,8.28,8.33,5.04,Very High
26964,2.4,Ideal,I,SI2,63.8,58.0,8.41,8.37,5.35,Very High
26965,1.71,Premium,G,VS1,62.3,58.0,7.61,7.65,4.75,Very High
26966,1.07,Ideal,D,IF,60.9,54.0,6.66,6.73,4.08,Very High
26967,2.13,Premium,F,SI2,61.5,58.0,8.28,8.33,5.11,Very High
26968,2.07,Ideal,I,VS2,60.3,59.0,8.23,8.28,4.98,Very High
26969,1.71,Ideal,G,VS1,61.4,57.0,7.65,7.72,4.72,Very High
26970,2.04,Ideal,F,SI2,62.4,56.0,8.07,8.14,5.06,Very High
26971,1.6,Ideal,G,VS1,62.0,54.0,7.53,7.5,4.6,Very High
26972,2.27,Good,J,VS1,59.3,61.0,8.47,8.55,5.05,Very High
26973,2.09,Ideal,G,VS2,61.8,57.0,8.24,8.17,5.07,Very High
26974,1.71,Very Good,F,VS2,58.5,61.0,7.88,7.79,4.58,Very High
26975,2.32,Premium,J,VS2,62.4,57.0,8.48,8.4,5.27,Very High
26976,1.53,Very Good,F,VVS2,62.8,59.0,7.28,7.34,4.59,Very High
26977,2.01,Premium,G,VS2,60.6,59.0,8.16,8.12,4.93,Very High
26978,2.31,Very Good,I,SI2,62.9,58.0,8.34,8.43,5.27,Very High
26979,2.15,Ideal,H,SI2,61.8,57.0,8.24,8.3,5.11,Very High
26980,2.15,Very Good,H,SI2,62.8,58.0,8.17,8.22,5.15,Very High
26981,2.05,Premium,E,SI2,58.6,59.0,8.43,8.36,4.92,Very High
26982,2.12,Ideal,I,VS2,62.7,56.0,8.16,8.24,5.14,Very High
26983,2.01,Very Good,I,VS1,59.8,63.0,8.14,8.11,4.86,Very High
26984,2.01,Premium,I,VS1,62.9,62.0,8.02,7.98,5.03,Very High
26985,2.01,Ideal,I,VS1,62.5,56.0,8.08,8.02,5.03,Very High
26986,2.01,Premium,H,VS2,60.1,61.0,8.14,8.06,4.87,Very High
26987,1.7,Very Good,G,VVS2,61.5,60.0,7.59,7.64,4.68,Very High
26988,2.13,Premium,H,SI2,62.3,57.0,8.24,8.16,5.11,Very High
26989,1.61,Ideal,G,VS1,61.8,57.0,7.48,7.51,4.63,Very High
26990,2.01,Ideal,F,SI2,62.2,56.0,8.05,8.08,5.02,Very High
26991,2.01,Very Good,D,SI2,61.8,59.0,8.07,8.15,5.01,Very High
26992,2.05,Premium,E,SI2,59.7,59.0,8.27,8.39,4.97,Very High
26993,2.0,Very Good,I,VS2,63.1,60.0,7.95,7.99,5.03,Very High
26994,2.0,Good,D,SI2,64.1,57.0,7.91,7.82,5.04,Very High
26995,2.07,Ideal,G,SI2,62.0,55.0,8.23,8.13,5.07,Very High
26996,2.01,Very Good,H,SI1,60.0,58.0,8.16,8.25,4.92,Very High
26997,1.93,Premium,H,VS1,60.5,60.0,8.06,7.98,4.85,Very High
26998,2.02,Premium,G,SI2,60.1,59.0,8.29,8.21,4.96,Very High
26999,1.02,Very Good,D,IF,61.7,59.0,6.42,6.52,3.99,Very High
27000,2.53,Fair,H,SI2,64.6,59.0,8.54,8.45,5.4,Very High
27001,1.56,Ideal,F,VS2,62.0,55.0,7.41,7.45,4.61,Very High
27002,1.51,Good,D,VS1,63.7,55.0,7.28,7.22,4.62,Very High
27003,1.7,Ideal,F,VS2,62.7,55.0,7.54,7.58,4.74,Very High
27004,2.09,Ideal,I,SI1,61.8,56.0,8.15,8.22,5.06,Very High
27005,2.01,Good,E,SI2,62.3,61.0,7.99,8.04,4.99,Very High
27006,2.57,Premium,E,SI2,61.3,60.0,8.82,8.73,5.38,Very High
27007,2.01,Very Good,E,SI2,60.6,59.0,8.11,8.25,4.96,Very High
27008,2.22,Ideal,G,SI2,62.5,54.0,8.28,8.35,5.2,Very High
27009,1.72,Ideal,G,VS2,62.4,55.0,7.63,7.68,4.78,Very High
27010,2.01,Ideal,I,SI1,59.9,60.0,8.27,8.2,4.93,Very High
27011,2.14,Premium,D,SI2,59.8,59.0,8.4,8.36,5.01,Very High
27012,2.0,Premium,G,SI2,60.4,61.0,8.21,8.12,4.93,Very High
27013,2.05,Very Good,E,SI2,62.5,56.0,8.08,8.17,5.08,Very High
27014,2.02,Ideal,H,SI1,62.4,58.0,8.07,8.03,5.02,Very High
27015,2.25,Ideal,I,SI2,62.4,57.0,8.39,8.32,5.21,Very High
27016,1.5,Premium,E,VS1,59.5,61.0,7.46,7.43,4.43,Very High
27017,2.71,Premium,E,SI2,60.4,59.0,9.13,9.03,5.48,Very High
27018,2.27,Premium,J,VS1,62.4,58.0,8.41,8.36,5.23,Very High
27019,2.22,Good,I,SI1,57.8,58.0,8.58,8.54,4.95,Very High
27020,1.5,Very Good,D,VS2,62.4,57.0,7.2,7.25,4.51,Very High
27021,2.02,Premium,I,VS1,61.2,59.0,8.13,8.05,4.95,Very High
27022,2.09,Premium,H,SI2,62.1,58.0,8.22,8.17,5.09,Very High
27023,2.22,Very Good,I,SI1,62.4,55.0,8.29,8.35,5.19,Very High
27024,2.51,Ideal,H,SI2,62.0,57.0,8.72,8.67,5.39,Very High
27025,2.74,Very Good,J,SI2,61.5,62.0,8.87,8.9,5.46,Very High
27026,2.02,Premium,H,SI2,61.5,58.0,8.14,8.1,4.99,Very High
27027,2.42,Premium,J,VS2,61.3,59.0,8.61,8.58,5.27,Very High
27028,2.42,Premium,J,VS2,61.3,59.0,8.61,8.58,5.27,Very High
27029,1.75,Premium,F,VS2,61.4,58.0,7.76,7.72,4.75,Very High
27030,2.0,Premium,F,SI1,58.8,61.0,8.29,8.23,4.86,Very High
27031,0.32,Ideal,G,VS1,61.7,55.0,4.39,4.43,2.72,Very Low
27032,0.32,Very Good,G,VS1,62.1,55.0,4.41,4.44,2.75,Very Low
27033,0.32,Ideal,G,VS1,61.9,55.0,4.39,4.43,2.73,Very Low
27034,0.32,Ideal,F,VS2,62.5,56.0,4.37,4.43,2.75,Very Low
27035,0.32,Ideal,F,VS2,62.5,56.0,4.37,4.4,2.74,Very Low
27036,0.32,Premium,H,VVS2,62.3,58.0,4.33,4.37,2.71,Very Low
27037,0.32,Ideal,F,VS2,62.4,57.0,4.34,4.38,2.72,Very Low
27038,0.32,Ideal,G,VS1,62.3,56.0,4.37,4.39,2.73,Very Low
27039,0.32,Premium,F,VS2,60.7,58.0,4.41,4.45,2.69,Very Low
